instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-150.tsp,267,4500,0.98,0.0001,0.92,128239.984375000,0.169901171,1
input-150.tsp,269,4500,0.98,0.0001,0.92,135200.000000000,0.159527481,1
input-150.tsp,270,4500,0.98,0.0001,0.92,133120.000000000,0.149259617,1
input-150.tsp,271,4500,0.98,0.0001,0.92,132288.000000000,0.172894152,1
input-150.tsp,272,4500,0.98,0.0001,0.92,133248.000000000,0.160155192,1
input-150.tsp,273,4500,0.98,0.0001,0.92,131868.000000000,0.165514546,1
input-150.tsp,274,4500,0.98,0.0001,0.92,132544.000000000,0.152277344,1
input-150.tsp,276,4500,0.98,0.0001,0.92,132458.125000000,0.164465709,1
input-150.tsp,275,4500,0.98,0.0001,0.92,132158.546875000,0.157287332,1
input-150.tsp,277,4500,0.98,0.0001,0.92,130560.000000000,0.173286029,1
input-150.tsp,279,4500,0.98,0.0001,0.92,132096.000000000,0.154983876,1
input-150.tsp,278,4500,0.98,0.0001,0.92,130880.000000000,0.161145928,1
input-150.tsp,280,4500,0.98,0.0001,0.92,130770.343750000,0.154427038,1
input-150.tsp,282,4500,0.98,0.0001,0.92,132164.000000000,0.175771033,1
input-150.tsp,281,4500,0.98,0.0001,0.92,129654.750000000,0.160849731,1
input-150.tsp,283,4500,0.98,0.0001,0.92,131968.000000000,0.173781332,1
input-150.tsp,284,4500,0.98,0.0001,0.92,130752.000000000,33759.806443308,0
input-150.tsp,285,4500,0.98,0.0001,0.92,129662.250000000,0.152069710,1
input-150.tsp,286,4500,0.98,0.0001,0.92,131584.000000000,0.152251483,1
input-150.tsp,288,4500,0.98,0.0001,0.92,130016.000000000,0.161406188,1
input-150.tsp,287,4500,0.98,0.0001,0.92,130448.000000000,0.168534126,1
input-150.tsp,290,4500,0.98,0.0001,0.92,133120.000000000,0.173088084,1
input-150.tsp,289,4500,0.98,0.0001,0.92,130304.000000000,0.162130381,1
input-150.tsp,291,4500,0.98,0.0001,0.92,129024.000000000,33759.800704629,0
input-150.tsp,292,4500,0.98,0.0001,0.92,132608.000000000,0.161547821,1
input-150.tsp,293,4500,0.98,0.0001,0.92,131080.000000000,0.155103996,1
input-150.tsp,296,4500,0.98,0.0001,0.92,130784.000000000,0.164187155,1
input-150.tsp,295,4500,0.98,0.0001,0.92,132001.125000000,0.153892195,1
input-150.tsp,294,4500,0.98,0.0001,0.92,132608.000000000,0.176320850,1
input-150.tsp,297,4500,0.98,0.0001,0.92,133122.127441406,0.183186918,1
input-150.tsp,298,4500,0.98,0.0001,0.92,131328.000000000,0.171812737,1
input-150.tsp,299,4500,0.98,0.0001,0.92,129502.470214844,0.149876500,1
input-150.tsp,301,4500,0.98,0.0001,0.92,130368.000000000,0.171471699,1
input-150.tsp,300,4500,0.98,0.0001,0.92,130816.000000000,0.161729673,1
input-150.tsp,302,4500,0.98,0.0001,0.92,130688.000000000,0.167079157,1
input-150.tsp,304,4500,0.98,0.0001,0.92,132608.000000000,0.166337011,1
input-150.tsp,303,4500,0.98,0.0001,0.92,131492.000000000,33759.790972916,0
input-150.tsp,306,4500,0.98,0.0001,0.92,134144.000000000,0.153273458,1
input-150.tsp,305,4500,0.98,0.0001,0.92,131088.000000000,0.166859662,1
input-150.tsp,308,4500,0.98,0.0001,0.92,130568.375000000,0.166026062,1
input-150.tsp,307,4500,0.98,0.0001,0.92,131141.937500000,0.165240914,1
input-150.tsp,309,4500,0.98,0.0001,0.92,132096.000000000,0.159891160,1
input-150.tsp,311,4500,0.98,0.0001,0.92,133120.000000000,0.157417853,1
input-150.tsp,312,4500,0.98,0.0001,0.92,131200.000000000,0.162589828,1
input-150.tsp,310,4500,0.98,0.0001,0.92,130560.000000000,0.151608259,1
input-150.tsp,313,4500,0.98,0.0001,0.92,133632.000000000,0.168472189,1
input-150.tsp,314,4500,0.98,0.0001,0.92,133154.000000000,0.156145870,1
input-150.tsp,315,4500,0.98,0.0001,0.92,127904.000000000,33760.104989573,0
input-150.tsp,316,4500,0.98,0.0001,0.92,135680.000000000,0.186945398,1
input-150.tsp,317,4500,0.98,0.0001,0.92,131840.000000000,0.162220467,1
input-150.tsp,318,4500,0.98,0.0001,0.92,134164.500000000,0.151776767,1
input-150.tsp,320,4500,0.98,0.0001,0.92,131232.000000000,0.146169913,1
input-150.tsp,319,4500,0.98,0.0001,0.92,132202.369628906,0.172033710,1
input-150.tsp,321,4500,0.98,0.0001,0.92,132256.000000000,0.168332032,1
input-150.tsp,322,4500,0.98,0.0001,0.92,126976.000000000,0.176046464,1
input-150.tsp,323,4500,0.98,0.0001,0.92,131200.000000000,0.165879070,1
input-150.tsp,324,4500,0.98,0.0001,0.92,132096.000000000,0.168366983,1
input-150.tsp,325,4500,0.98,0.0001,0.92,130886.850585938,0.163733222,1
input-150.tsp,327,4500,0.98,0.0001,0.92,131584.000000000,0.175007314,1
